"Jeep Wrangler","2018","Jeep","N","Sting-Gray Clear-Coat Exterior Paint","750 U.S. 31 N","Wrangler","11","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SAHARA+4X4-1C4HJXEG4JW316501","NAV, Heated Seats, Running Boards, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, COLD WEATHER GROUP, ELECTRONIC INFOTAINMENT SYSTEM GROUP. Sahara trim <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, Running Boards, iPod/MP3 Input, Dual Zone A/C <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 18"""" X 7.5"""" TECH GRAY POLISHED FACE, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, Tires: 255/70R18 All Terrain, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). <br /><br />WHO WE ARE<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXEG4JW316501","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxeg4jw316501/ip/1.jpg","47215"
"Jeep Wrangler","2018","Jeep","N","Punk'n Metallic Clear-Coat Exterior Paint","750 U.S. 31 N","Wrangler","11","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SPORT+S+4X4-1C4HJXDG5JW224198","Heated Seats, iPod/MP3 Input, Back-Up Camera, Keyless Start, Bluetooth, 4x4, CONVENIENCE GROUP, COLD WEATHER GROUP, QUICK ORDER PACKAGE 24S SPORT S, TECHNOLOGY GROUP, TRANSMISSION: 8-SPEED AUTOMATIC (850R... Sport S trim. <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, iPod/MP3 Input, Bluetooth, Keyless Start. <br /><br />OPTION PACKAGES<br />QUICK ORDER PACKAGE 24S SPORT S Engine: 3.6L V6 24V VVT UPG I w/ESS, Transmission: 8-Speed Automatic (850RE), Front 1-Touch Down Power Windows, Remote Keyless Entry, Speed Sensitive Power Locks, Leather Wrapped Steering Wheel, Power Heated Mirrors, Automatic Headlamps, Sun Visors w/Illuminated Vanity Mirrors, Security Alarm, TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 17"""" X 7.5"""" POLISHED GRANITE CRYSTAL, TECHNOLOGY GROUP USB Host Flip, Google Android Auto, Air Conditioning w/Auto Temp Control, Radio: Uconnect 4 w/7"""" Display, 7.0"""" Touchscreen Display, GPS Antenna Input, Air Filtering, Cluster 7.0"""" TFT Color Display, Apple CarPlay, Integrated Center Stack Radio, SiriusXM Satellite Radio, For More Info, Call 800-643-2112, 1-Yr SiriusXM Radio Service, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, TUBULAR SIDE STEPS, CONVENIENCE GROUP Universal Garage Door Opener, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). <br /><br />OUR OFFERINGS<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXDG5JW224198","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxdg5jw224198/ip/1.jpg","43060"
"Jeep Wrangler","2018","Jeep","N","Bright White Clear Coat Exterior Paint","750 U.S. 31 N","Wrangler","10","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SPORT+S+4X4-1C4HJXDN8JW324407","Heated Seats, Back-Up Camera, 4x4, Bluetooth, iPod/MP3 Input, Turbo, CONVENIENCE GROUP, COLD WEATHER GROUP, QUICK ORDER PACKAGE 28S SPORT S, TECHNOLOGY GROUP, SAFETY GROUP. Sport S trim. FUEL EFFICIENT 24 MPG Hwy/22 MPG City! <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, iPod/MP3 Input, Bluetooth, Aluminum Wheels. <br /><br />OPTION PACKAGES<br />QUICK ORDER PACKAGE 28S SPORT S Engine: 2.0L I4 DOHC DI Turbo eTorque, Transmission: 8-Speed Automatic (850RE), Front 1-Touch Down Power Windows, Remote Keyless Entry, Speed Sensitive Power Locks, Leather Wrapped Steering Wheel, Power Heated Mirrors, Automatic Headlamps, Sun Visors w/Illuminated Vanity Mirrors, Security Alarm, TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, ENGINE: 2.0L I4 DOHC DI TURBO ETORQUE GVWR: 5,400 lbs, Delete Alternator, 700 Amp Maintenance Free Battery, Supplemental Heater, 48V Belt Starter Generator, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, TECHNOLOGY GROUP USB Host Flip, Google Android Auto, Air Conditioning w/Auto Temp Control, Radio: Uconnect 4 w/7"""" Display, 7.0"""" Touchscreen Display, GPS Antenna Input, Air Filtering, Cluster 7.0"""" TFT Color Display, Apple CarPlay, Integrated Center Stack Radio, SiriusXM Satellite Radio, For More Info, Call 800-643-2112, 1-Yr SiriusXM Radio Service, SAFETY GROUP LED Taillamps, Injection Molded Black Rear Bumper, Blind Spot & Cross Path Detection <br /><br />OUR OFFERINGS<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXDN8JW324407","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxdn8jw324407/ip/1.jpg","43865"
"Jeep Wrangler","2018","Jeep","N","Ocean Blue Metallic Clear-Coat Exterior Paint","750 U.S. 31 N","Wrangler","10","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SAHARA+4X4-1C4HJXEGXJW316499","Navigation, Heated Seats, Running Boards, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, COLD WEATHER GROUP, 4x4, BLACK 3-PIECE HARD TOP. Sahara trim <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, Running Boards, iPod/MP3 Input, Dual Zone A/C. <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 18"""" X 7.5"""" TECH GRAY POLISHED FACE, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, Tires: 255/70R18 All Terrain, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). Jeep Sahara with Ocean Blue Metallic C/C exterior and Black interior features a V6 Cylinder Engine with 285 HP at 6400 RPM*. <br /><br />MORE ABOUT US<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXEGXJW316499","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxegxjw316499/ip/1.jpg","47215"
"Jeep Wrangler","2018","Jeep","N","Mojito! Clear-Coat Exterior Paint","750 U.S. 31 N","Wrangler","10","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+SPORT+4X4-1C4GJXAG3JW296288","Sport trim. Bluetooth, Keyless Start, AIR CONDITIONING, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, iPod/MP3 Input, Back-Up Camera, 4x4. <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, iPod/MP3 Input, Bluetooth, Keyless Start. <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, AIR CONDITIONING, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). <br /><br />WHO WE ARE<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4GJXAG3JW296288","https://cdn.dlron.us/inventoryphotos/5861/1c4gjxag3jw296288/ip/1.jpg","32885"
"Jeep Wrangler","2018","Jeep","N","Hellayella Clear-Coat Exterior Paint","750 U.S. 31 N","Wrangler","0","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+RUBICON+4X4-1C4HJXFGXJW298133","Heated Seats, NAV, 4x4, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, ELECTRONIC INFOTAINMENT SYSTEM GROUP, SAFETY GROUP, LED LIGHTING GROUP, COLD WEATHER GROUP, TRANSMISSION: 8-SPEED AUTOMATIC (850R... Rubicon trim. <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, iPod/MP3 Input, Dual Zone A/C. <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 17"""" X 7.5"""" BLACK W/POLISHED LIP, LED LIGHTING GROUP LED Taillamps, Front LED Fog Lamps, LED Reflector Headlamps, Daytime Running Lamps LED Accents, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, SAFETY GROUP Blind Spot & Cross Path Detection, ParkSense Rear Park Assist System, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). <br /><br />BUY FROM AN AWARD WINNING DEALER<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXFGXJW298133","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxfgxjw298133/ip/1.jpg","54245"
"Jeep Wrangler","2018","Jeep","N","Firecracker Red Clear Coat Exterior Paint","750 U.S. 31 N","Wrangler","11","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SAHARA+4X4-1C4HJXEG4JW316496","Navigation, Heated Seats, Running Boards, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, COLD WEATHER GROUP, 4x4, BLACK 3-PIECE HARD TOP. Sahara trim <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, Running Boards, iPod/MP3 Input, Dual Zone A/C <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 18"""" X 7.5"""" TECH GRAY POLISHED FACE, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, Tires: 255/70R18 All Terrain, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). Jeep Sahara with Firecracker Red C/C exterior and Black interior features a V6 Cylinder Engine with 285 HP at 6400 RPM*. <br /><br />WHY BUY FROM US<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXEG4JW316496","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxeg4jw316496/ip/1.jpg","47215"
"Jeep Wrangler","2018","Jeep","N","Billet Silver Metallic Clear Coat Exterior Paint","750 U.S. 31 N","Wrangler","10","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SAHARA+4X4-1C4HJXEG6JW316502","NAV, Heated Seats, Running Boards, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, COLD WEATHER GROUP, ELECTRONIC INFOTAINMENT SYSTEM GROUP. Sahara trim <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, Running Boards, iPod/MP3 Input, Dual Zone A/C. <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 18"""" X 7.5"""" TECH GRAY POLISHED FACE, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, Tires: 255/70R18 All Terrain, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). Jeep Sahara with Billet Silver Metallic Clear Coat exterior and Black interior features a V6 Cylinder Engine with 285 HP at 6400 RPM*. <br /><br />BUY FROM AN AWARD WINNING DEALER<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXEG6JW316502","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxeg6jw316502/ip/1.jpg","48965"
"Jeep Wrangler","2018","Jeep","N","Black Clear Coat Exterior Paint","750 U.S. 31 N","Wrangler","10","https://www.tomobriengreenwood.com/new-Greenwood-2018-Jeep-+-WRANGLER+UNLIMITED+SAHARA+4X4-1C4HJXEG8JW316503","NAV, Heated Seats, Running Boards, Dual Zone A/C, iPod/MP3 Input, Back-Up Camera, TRANSMISSION: 8-SPEED AUTOMATIC (850R... ENGINE: 3.6L V6 24V VVT UPG I W/ESS, COLD WEATHER GROUP, ELECTRONIC INFOTAINMENT SYSTEM GROUP. Sahara trim <br /><br />KEY FEATURES INCLUDE<br />4x4, Back-Up Camera, Running Boards, iPod/MP3 Input, Dual Zone A/C. <br /><br />OPTION PACKAGES<br />TRANSMISSION: 8-SPEED AUTOMATIC (850RE) Dana M200 Rear Axle, Hill Descent Control, Tip Start, ELECTRONIC INFOTAINMENT SYSTEM GROUP SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 1-Year SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, Radio: Uconnect 4C Nav w/8.4"""" Display, Alpine Premium Audio System, GPS Navigation, Rear View Auto Dim Mirror, 8.4"""" Touchscreen Display, Roadside Assistance & 9-1-1 Call, BLACK 3-PIECE HARD TOP Rear Window Defroster, Freedom Panel Storage Bag, Rear Window Wiper/Washer, WHEELS: 18"""" X 7.5"""" TECH GRAY POLISHED FACE, COLD WEATHER GROUP Heated Front Seats, Heated Steering Wheel, Tires: 255/70R18 All Terrain, REMOTE PROXIMITY KEYLESS ENTRY, ENGINE: 3.6L V6 24V VVT UPG I W/ESS (STD). <br /><br />OUR OFFERINGS<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4HJXEG8JW316503","https://cdn.dlron.us/inventoryphotos/5861/1c4hjxeg8jw316503/ip/1.jpg","48965"
"Dodge Durango","2019","Dodge","N","White Knuckle Exterior Paint","750 U.S. 31 N","Durango","10","https://www.tomobriengreenwood.com/new-Greenwood-2019-Dodge-+-DURANGO+GT+PLUS+AWD-1C4RDJDG4KC605262","NAV, 3rd Row Seat, Sunroof, Heated Seats, Rear Air, Back-Up Camera, Dual Zone A/C, All Wheel Drive, BLACKTOP PACKAGE, 2ND ROW FOLD/TUMBLE CAPTAIN CHAIRS, QUICK ORDER PACKAGE 2BE GT PLUS. EPA 25 MPG Hwy/18 MPG City! GT Plus trim <br /><br />KEY FEATURES INCLUDE<br />Third Row Seat, All Wheel Drive, Rear Air, Back-Up Camera, Dual Zone A/C. <br /><br />OPTION PACKAGES<br />QUICK ORDER PACKAGE 2BE GT PLUS Engine: 3.6L V6 24V VVT UPG I w/ESS, Transmission: 8-Speed Automatic (850RE), Bright Front Door Sill Scuff Pads, Heated Second Row Seats, Sun Visors w/Illuminated Vanity Mirrors, Power 6x9 Multi-Function Foldaway Mirrors, 115V Auxiliary Power Outlet, 180 Amp Alternator, Power Liftgate, Heated Steering Wheel, Premium Door Trim Panel, Auto Dim Exterior Driver Mirror, Exterior Mirrors w/Supplemental Signals, Exterior Mirrors w/Memory, Heated Front Seats, Bright Cargo Area Scuff Pads, Universal Garage Door Opener, Power Driver/Passenger 4-Way Lumbar Adjust, Power 8-Way Driver Memory 6-Way Passenger Seats, Remote Start System, Radio/Driver Seat/Mirrors Memory, Dual Remote USB Port - Charge Only, Security Alarm, PREMIUM GROUP 506 Watt Amplifier, Black Roof Rails, 9 Alpine Amplified Speakers w/Subwoofer, Radio: Uconnect 4C Nav w/8.4"""" Display, SiriusXM Travel Link, 5-Year SiriusXM Travel Link Service, 5-Year SiriusXM Traffic Service, 4G LTE Wi-Fi Hot Spot, 1-YR SiriusXM Guardian Trial, HD Radio, SiriusXM Traffic Plus, For Details Visit DriveUconnect.com, GPS Navigation, 8.4"""" Touchscreen Display, Integrated Roof Rail Crossbars, Power Sunroof <br /><br />VISIT US TODAY<br />You've come to the right dealership! At Tom O'Brien Chrysler Jeep Dodge Ram we provide our Franklin, Indianapolis and Shelbyville customers with everything automotive, including great prices and customer service. You will find your favorite car models at a competitive price. <br /><br />Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. <br />","SUV","1C4RDJDG4KC605262","https://cdn.dlron.us/inventoryphotos/5861/1c4rdjdg4kc605262/ip/1.jpg","49365"
